Dnr,Agenda_2030
2017-04843,9
2017-04868,9
2017-04890,9
2017-04955,9
2017-05285,9
2017-00654,9
2017-00689,9
2017-00853,9
2017-01000,9
2017-01001,9
2017-01033,9
2017-01042,9
2017-01221,9
2017-01616,9
2017-02033,9
2017-02287,9
2017-02662,9
2017-02717,9
2017-02850,9
2017-02872,9
2017-03020,9
2017-03021,9
2017-03028,9
2017-03126,9
2017-03216,9
2017-03237,9
2017-03238,9
2017-03254,9
2017-03256,9
2017-03378,9
2017-03471,9
2017-03550,9
2017-03559,9
2017-03582,9
2017-03592,9
2017-03602,9
2017-03708,9
2017-03711,9
2017-03757,9
2017-04031,9
2017-04408,9
2017-04412,9
2017-04413,9
2017-04532,9
2017-04535,9
2017-04553,9
2017-04556,9
2017-04568,9
2017-04663,9
2017-04707,9
2017-04726,9
2017-04748,9
2017-04752,9
2017-04782,9
2017-04793,9
2017-04794,9
2017-04801,9
2017-04806,9
2017-04829,9
2017-04833,9
2017-04835,9
2017-05292,9
2017-05300,9
2017-05324,9
2017-05402,9
2017-05499,9
2017-05501,9
2017-05510,9
2017-05533,9
2018-00438,9
2018-00551,9
2018-00588,9
2018-00599,9
2018-00606,9
2018-00622,9
2018-00649,9
2018-00672,9
2018-00710,9
2018-00735,9
2018-00760,9
2018-00763,9
2018-01283,9
2018-01456,9
2018-01505,9
2018-01517,9
2018-01530,9
2018-01584,9
2018-01694,9
2018-01777,9
2018-01778,9
2018-01938,9
2018-02036,9
2018-02176,9
2018-02196,9
2018-02232,9
2018-02298,9
2018-02300,9
2018-02326,9
2018-02373,9
2018-02379,9
2018-02560,9
2018-02677,9
2018-02693,9
2018-02709,9
2018-02727,9
2018-02754,9
2018-02809,9
2018-02861,9
2018-02895,9
2018-02901,9
2018-02909,9
2018-02910,9
2018-02918,9
2018-02921,9
2018-02955,9
2018-02985,9
2018-02999,9
2018-03032,9
2018-03039,9
2018-03115,9
2018-03244,9
2018-03648,9
2018-03652,9
2018-03656,9
2018-03824,9
2018-03827,9
2018-03905,9
2018-03912,9
2018-03965,9
2018-03990,9
2018-04114,9
2018-04161,9
2018-04178,9
2018-04417,9
2018-04488,9
2018-04499,9
2018-04500,9
2018-04503,9
2018-04510,9
2018-04575,9
2018-04754,9
2018-04769,9
2018-04797,9
2018-04801,9
2017-05344,9
2017-05349,9
2017-05400,9
2017-05410,9
2017-05450,9
2017-05453,9
2017-05467,9
2017-05517,9
2017-05526,9
2017-05622,9
2018-00317,9
2018-00327,9
2018-00332,9
2018-00339,9
2018-00351,9
2018-00378,9
2018-00464,9
2018-00469,9
2018-00472,9
2018-00473,9
2018-00485,9
2018-00490,9
2018-00613,9
2018-00636,9
2018-00641,9
2018-00643,9
2018-00646,9
2018-00656,9
2018-00662,9
2018-00664,9
2018-00668,9
2018-00670,9
2018-00770,9
2018-00783,9
2018-00834,9
2018-00934,9
2018-01076,9
2018-01192,9
2018-01247,9
2018-01357,9
2018-01358,9
2018-01399,9
2018-01414,9
2018-01484,9
2018-01493,9
2018-01500,9
2018-01534,9
2018-01559,9
2018-01635,9
2018-01650,9
2018-01721,9
2018-01737,9
2018-01754,9
2018-01756,9
2018-01760,9
2018-01830,9
2018-01883,9
2018-01890,9
2018-01905,9
2018-01931,9
2018-02018,9
2018-02029,9
2018-02108,9
2018-02130,9
2018-02135,9
2018-02145,9
2018-02149,9
2018-02159,9
2018-02165,9
2018-02237,9
2018-02252,9
2018-02320,9
2018-02350,9
2018-02360,9
2018-02361,9
2018-02362,9
2018-02363,9
2018-02368,9
2018-02369,9
2018-02372,9
2018-02415,9
2018-02422,9
2018-02425,9
2018-02435,9
2018-02436,9
2018-02437,9
2018-02488,9
2018-02506,9
2018-02576,9
2018-02716,9
2018-02755,9
2018-02760,9
2018-02821,9
2018-02978,9
2018-03104,9
2018-03138,9
2018-03183,9
2018-03321,9
2018-03353,9
2018-03381,9
2018-03384,9
2018-03474,9
2018-03496,9
2018-03514,9
2018-03579,9
2018-03607,9
2018-03637,9
2018-03642,9
2018-03679,9
2018-03680,9
2018-03681,9
2018-03682,9
2018-03698,9
2018-03713,9
2018-03714,9
2018-03720,9
2018-03728,9
2018-03738,9
2018-03750,9
2018-03775,9
2018-03779,9
2018-03787,9
2018-03790,9
2018-03837,9
2018-03843,9
2018-03845,9
2018-03854,9
2018-03858,9
2018-03907,9
2018-03929,9
2018-03935,9
2018-03950,9
2018-03951,9
2018-03963,9
2018-03972,9
2018-03981,9
2018-03993,9
2018-04267,9
2018-04299,9
2018-04305,9
2018-04330,9
2018-04346,9
2018-04347,9
2018-04348,9
2018-04350,9
2018-04393,9
2018-04412,9
2018-04413,9
2018-04454,9
2018-04496,9
2018-04498,9
2018-04514,9
2018-04523,9
2018-04534,9
2018-04535,9
2018-04673,9
2018-04716,9
2018-04726,9
2018-04921,9
2018-04975,9
2018-05277,9
2018-04606,9
2018-04636,9
2018-04831,9
2018-05005,9
2018-05010,9
2018-05013,9
2018-05138,9
2018-05199,9
2018-05219,9
2019-00387,9
2019-00848,9
2019-01112,9
2019-01115,9
2019-01122,9
2019-01131,9
2019-01133,9
2019-01137,9
2019-01139,9
2019-01150,9
2019-01153,9
2019-01156,9
2019-01162,9
2019-01340,9
2019-01362,9
2019-02082,9
2019-02091,9
2019-02103,9
2019-02121,9
2019-02122,9
2019-02125,9
2019-02149,9
2019-02151,9
2019-02246,9
2019-02248,9
2019-02383,9
2019-02526,9
2019-02530,9
2019-02556,9
2019-02584,9
2019-02601,9
2019-02609,9
2019-02646,9
2019-02711,9
2019-02747,9
2019-02748,9
2019-02751,9
2019-02759,9
2019-02762,9
2019-02779,9
2019-02812,9
2019-02817,9
2019-02819,9
2019-02880,9
2019-02999,9
2019-03004,9
2019-03008,9
2019-03018,9
2019-03028,9
2019-03032,9
2019-03046,9
2019-03065,9
2019-03067,9
2019-03071,9
2019-03095,9
2019-03103,9
2019-03160,9
2019-03180,9
2019-03181,9
2019-03248,9
2019-03283,9
2019-03459,9
2019-03679,9
2019-03760,9
2019-04321,9
2019-04335,9
2019-04463,9
2019-04510,9
2019-04715,9
2019-04716,9
2019-04727,9
2019-04740,9
2019-04747,9
2019-04750,9
2019-04829,9
2019-04831,9
2019-04844,9
2019-04855,9
2019-04911,9
2019-04964,9
2019-05017,9
2019-05020,9
2019-05044,9
2019-05082,9
2019-05095,9
2019-05140,9
2019-05147,9
2019-05202,9
2019-05252,9
2019-05359,9
2019-05369,9
2019-05383,9
2019-05391,9
2019-05393,9
2019-05540,9
2019-05578,9
2019-05580,9
2019-05793,9
2019-05794,9
2019-05795,9
2018-04616,9
2018-04936,9
2018-04939,9
2018-05071,9
2018-05299,9
2019-00091,9
2019-00094,9
2019-00100,9
2019-00322,9
2019-00326,9
2019-00364,9
2019-00557,9
2019-00740,9
2019-00911,9
2019-00990,9
2019-01028,9
2019-01042,9
2019-01043,9
2019-01068,9
2019-01082,9
2019-01083,9
2019-01085,9
2019-01298,9
2019-01299,9
2019-01356,9
2019-01366,9
2019-01367,9
2019-01369,9
2019-01569,9
2019-01899,9
2019-01952,9
2019-02165,9
2019-02260,9
2019-02276,9
2019-02283,9
2019-02329,9
2019-02423,9
2019-02494,9
2019-02727,9
2019-02731,9
2019-02740,9
2019-02796,9
2019-02935,9
2019-03092,9
2019-03460,9
2019-03508,9
2019-03674,9
2019-03786,9
2019-04008,9
2019-04045,9
2019-04160,9
2019-04201,9
2019-04250,9
2019-04387,9
2019-04405,9
2019-04426,9
2019-04493,9
2019-04498,9
2019-04508,9
2019-04770,9
2019-04787,9
2019-04811,9
2019-05003,9
2019-05021,9
2019-05026,9
2019-05042,9
2019-05155,9
2019-05207,9
2019-05209,9
2019-05585,9
2019-05801,9
2019-00031,9
2019-04880,9
2019-04895,9
2019-05235,9
2019-05304,9
2019-05429,9
2019-05480,9
2019-05589,9
2019-05590,9
2019-05591,9
2019-05604,9
2019-05620,9
2019-05638,9
2019-05669,9
2019-05670,9
2019-05672,9
2019-05693,9
2019-05836,9
2019-05846,9
2019-05873,9
2019-05877,9
2019-05899,9
2020-00025,9
2020-00047,9
2020-00122,9
2020-00141,9
2020-00261,9
2020-00273,9
2020-00293,9
2020-00302,9
2020-00317,9
2020-00325,9
2020-00347,9
2020-00356,9
2020-00376,9
2020-00386,9
2020-00440,9
2020-00441,9
2020-00452,9
2020-00463,9
2020-00494,9
2020-00517,9
2020-00563,9
2020-00570,9
2020-00619,9
2020-00678,9
2020-00763,9
2020-00781,9
2020-00790,9
2020-00798,9
2020-00873,9
2020-00931,9
2020-00934,9
2020-00936,9
2020-00965,9
2020-00986,9
2020-00995,9
2020-00998,9
2020-00999,9
2020-01037,9
2020-01042,9
2020-01052,9
2020-01067,9
2020-01120,9
2020-01139,9
2020-01155,9
2020-01214,9
2020-01343,9
2020-01393,9
2020-01430,9
2020-01461,9
2020-01752,9
2020-01862,9
2020-01870,9
2020-01908,9
2020-02196,9
2020-02312,9
2020-02322,9
2020-02328,9
2020-02398,9
2020-02493,9
2020-02509,9
2020-02669,9
2020-02783,9
2020-02886,9
2020-02945,9
2020-03006,9
2020-03010,9
2020-03012,9
2020-03013,9
2020-03038,9
2020-03055,9
2020-03088,9
2020-03094,9
2020-03195,9
2020-03228,9
2020-03261,9
2020-03630,9
2020-03636,9
2020-03641,9
2020-03660,9
2020-03661,9
2020-03731,9
2020-03734,9
2020-03844,9
2020-03845,9
2020-03850,9
2020-04021,9
2020-04027,9
2020-04041,9
2020-04080,9
2020-04205,9
2020-04233,9
2020-04234,9
2020-04318,9
2020-04320,9
2020-04332,9
2020-04503,9
2020-00354,9
2020-00696,9
2020-00760,9
2020-01401,9
2020-01487,9
2020-01622,9
2020-01944,9
2020-02374,9
2020-03032,9
2017-01406,10
2017-01659,10
2018-02322,10
2018-02758,10
2018-03554,10
2018-01388,10
2018-01404,10
2018-01610,10
2018-01681,10
2018-02128,10
2018-02162,10
2018-03091,10
2018-03474,10
2018-03620,10
2018-04005,10
2018-04017,10
2018-04330,10
2018-04447,10
2019-01207,10
2019-01217,10
2019-01940,10
2019-04750,10
2018-05193,10
2019-00107,10
2019-00362,10
2019-00557,10
2019-00715,10
2019-00922,10
2019-00938,10
2019-00986,10
2019-01594,10
2019-01600,10
2019-01707,10
2019-01974,10
2019-01999,10
2019-02031,10
2019-02034,10
2019-02190,10
2019-02860,10
2019-03729,10
2019-04161,10
2019-04353,10
2020-00632,10
2020-01003,10
2020-01179,10
2020-01460,10
2020-01858,10
2020-02401,10
2020-03092,10
2020-00052,10
2020-00231,10
2017-01616,10
2017-04568,10
2017-04968,10
2017-05483,10
2018-01878,10
2019-01932,10
2019-04793,10
2019-04794,10
2019-04798,10
2019-02860,10
2016-05415,10
2017-04885,10
2017-00416,10
2017-00525,10
2017-00680,10
2017-01765,10
2017-02244,10
2017-04479,10
2017-04710,10
2017-05292,10
2017-05330,10
2018-00467,10
2018-00588,10
2018-01283,10
2018-01456,10
2018-01676,10
2018-01692,10
2018-02229,10
2018-02244,10
2018-02500,10
2018-02939,10
2018-02955,10
2018-03520,10
2018-03526,10
2018-03532,10
2018-03550,10
2018-03553,10
2018-03583,10
2018-03655,10
2018-03917,10
2018-03989,10
2018-03990,10
2018-04020,10
2018-04110,10
2018-04141,10
2018-04421,10
2018-04488,10
2018-05232,10
2017-05442,10
2018-00280,10
2018-00321,10
2018-00351,10
2018-00378,10
2018-00383,10
2018-00464,10
2018-00465,10
2018-00466,10
2018-00469,10
2018-00473,10
2018-00491,10
2018-00513,10
2018-00538,10
2018-00587,10
2018-00742,10
2018-00876,10
2018-01131,10
2018-01211,10
2018-01239,10
2018-01294,10
2018-01300,10
2018-01340,10
2018-01342,10
2018-01347,10
2018-01351,10
2018-01357,10
2018-01358,10
2018-01380,10
2018-01388,10
2018-01399,10
2018-01404,10
2018-01412,10
2018-01417,10
2018-01419,10
2018-01435,10
2018-01436,10
2018-01438,10
2018-01454,10
2018-01500,10
2018-01539,10
2018-01618,10
2018-01619,10
2018-01633,10
2018-01640,10
2018-01651,10
2018-01672,10
2018-01678,10
2018-01681,10
2018-01871,10
2018-02084,10
2018-02096,10
2018-02128,10
2018-02138,10
2018-02145,10
2018-02762,10
2018-02766,10
2018-02935,10
2018-03159,10
2018-03188,10
2018-03197,10
2018-03389,10
2018-03459,10
2018-03579,10
2018-03610,10
2018-03620,10
2018-03657,10
2018-03695,10
2018-03952,10
2018-03988,10
2018-04005,10
2018-04010,10
2018-04158,10
2018-04203,10
2018-04356,10
2018-04359,10
2018-04374,10
2018-04393,10
2018-04430,10
2018-04509,10
2018-04569,10
2018-04662,10
2018-04682,10
2018-05059,10
2018-05219,10
2019-00840,10
2019-00844,10
2019-00850,10
2019-01040,10
2019-01206,10
2019-01207,10
2019-01213,10
2019-01222,10
2019-01247,10
2019-01263,10
2019-01272,10
2019-01913,10
2019-01919,10
2019-01928,10
2019-02318,10
2019-02762,10
2019-03025,10
2019-03032,10
2019-03046,10
2019-03068,10
2019-03222,10
2019-03233,10
2019-03248,10
2019-03315,10
2019-03570,10
2019-03589,10
2019-03604,10
2019-03679,10
2019-03801,10
2019-03842,10
2019-03947,10
2019-04068,10
2019-04105,10
2019-04199,10
2019-04590,10
2019-04603,10
2019-04613,10
2019-04624,10
2019-04625,10
2019-04651,10
2019-04656,10
2019-04671,10
2019-04786,10
2019-05039,10
2019-05085,10
2019-05101,10
2019-05105,10
2019-05540,10
2019-00399,10
2019-00502,10
2019-00641,10
2019-00992,10
2019-01009,10
2019-01015,10
2019-01019,10
2019-01022,10
2019-01063,10
2019-01251,10
2019-01253,10
2019-01261,10
2019-01266,10
2019-01600,10
2019-01619,10
2019-01627,10
2019-01707,10
2019-01718,10
2019-01726,10
2019-01779,10
2019-01788,10
2019-01825,10
2019-01833,10
2019-01834,10
2019-01869,10
2019-01889,10
2019-01930,10
2019-01952,10
2019-01956,10
2019-01976,10
2019-01989,10
2019-01991,10
2019-01997,10
2019-02019,10
2019-02029,10
2019-02031,10
2019-02032,10
2019-02034,10
2019-02036,10
2019-02127,10
2019-02189,10
2019-02190,10
2019-02224,10
2019-02283,10
2019-02312,10
2019-02332,10
2019-02574,10
2019-02594,10
2019-02654,10
2019-02801,10
2019-02864,10
2019-03282,10
2019-03284,10
2019-03449,10
2019-03955,10
2019-04036,10
2019-04085,10
2019-04140,10
2019-04141,10
2019-04250,10
2019-04287,10
2019-04348,10
2019-04353,10
2019-04770,10
2019-04826,10
2019-04906,10
2019-05263,10
2019-05803,10
2019-00031,10
2019-04888,10
2019-05096,10
2019-05273,10
2019-05274,10
2019-05301,10
2019-05479,10
2019-05513,10
2019-05597,10
2019-05601,10
2019-05603,10
2019-05604,10
2019-05605,10
2019-05643,10
2020-00085,10
2020-00107,10
2020-00122,10
2020-00248,10
2020-00281,10
2020-00312,10
2020-00386,10
2020-00391,10
2020-00395,10
2020-00398,10
2020-00401,10
2020-00403,10
2020-00417,10
2020-00443,10
2020-00453,10
2020-00467,10
2020-00507,10
2020-00514,10
2020-00543,10
2020-00576,10
2020-00604,10
2020-00632,10
2020-00675,10
2020-00679,10
2020-00686,10
2020-00773,10
2020-00779,10
2020-00998,10
2020-01003,10
2020-01088,10
2020-01179,10
2020-01192,10
2020-01216,10
2020-01236,10
2020-01393,10
2020-01454,10
2020-01535,10
2020-01586,10
2020-01620,10
2020-01851,10
2020-01858,10
2020-01873,10
2020-02094,10
2020-02417,10
2020-02865,10
2020-02887,10
2020-03175,10
2020-03186,10
2020-03197,10
2020-03222,10
2020-03547,10
2020-03548,10
2020-03916,10
2020-03958,10
2020-00052,10
2020-00194,10
2020-00230,10
2020-00231,10
2020-01065,10
2020-01375,10
2020-01436,10
2020-01914,10
2017-03087,10
2016-05527,10
2017-02137,10
2017-03761,10
2017-05215,10
2017-05636,10
2018-00464,10
2018-01340,10
2018-01404,10
2018-01412,10
2018-01681,10
2018-02162,10
2018-03459,10
2018-03952,10
2019-01206,10
2019-04335,10
2019-00738,10
2019-00938,10
2019-00982,10
2019-00992,10
2019-01788,10
2019-02028,10
2019-02917,10
2019-04783,10
2019-00031,10
2020-03222,10
2020-03261,10
2017-00525,11
2017-01948,11
2017-02173,11
2018-01507,11
2018-01511,11
2018-02229,11
2018-03917,11
2018-04049,11
2018-04102,11
2018-04141,11
2018-04488,11
2018-00670,11
2018-01672,11
2018-01756,11
2018-02084,11
2018-02339,11
2018-02523,11
2018-02722,11
2018-03125,11
2018-04683,11
2018-04996,11
2019-01928,11
2019-03711,11
2019-03828,11
2019-04613,11
2019-04748,11
2019-05088,11
2019-05354,11
2019-05356,11
2018-04947,11
2018-05306,11
2019-00878,11
2019-00929,11
2019-01641,11
2019-01974,11
2019-01989,11
2019-02032,11
2019-02674,11
2019-03808,11
2019-04140,11
2019-04264,11
2019-05089,11
2019-05606,11
2019-05828,11
2020-00395,11
2020-00398,11
2020-00405,11
2020-00407,11
2020-00431,11
2020-00679,11
2020-01281,11
2020-01639,11
2020-02758,11
2020-02885,11
2020-03548,11
2016-02893,11
2016-01685,11
2016-02892,11
2016-02978,11
2016-04483,11
2016-05247,11
2016-05309,11
2016-05415,11
2017-02105,11
2017-02422,11
2017-02953,11
2017-03074,11
2017-04773,11
2017-04839,11
2017-04892,11
2017-04896,11
2017-04897,11
2017-04898,11
2017-05285,11
2017-00874,11
2017-01000,11
2017-01042,11
2017-02400,11
2017-02529,11
2017-02723,11
2017-02878,11
2017-03364,11
2017-03586,11
2017-03597,11
2017-03603,11
2017-03616,11
2017-04309,11
2017-04409,11
2017-04535,11
2017-04646,11
2017-04667,11
2017-04748,11
2017-04786,11
2017-05003,11
2017-05004,11
2017-05011,11
2017-05125,11
2017-05337,11
2017-05364,11
2017-05486,11
2017-05481,11
2017-05498,11
2017-05501,11
2017-05502,11
2017-05510,11
2017-05512,11
2018-00034,11
2018-00498,11
2018-00611,11
2018-00672,11
2018-01273,11
2018-01274,11
2018-01455,11
2018-01591,11
2018-01875,11
2018-01930,11
2018-01934,11
2018-01937,11
2018-01938,11
2018-02176,11
2018-02238,11
2018-02499,11
2018-02554,11
2018-02677,11
2018-02692,11
2018-02700,11
2018-02707,11
2018-02713,11
2018-02725,11
2018-02727,11
2018-02730,11
2018-02752,11
2018-02754,11
2018-02759,11
2018-02831,11
2018-02997,11
2018-02998,11
2018-02999,11
2018-03244,11
2018-03348,11
2018-03648,11
2018-03656,11
2018-03910,11
2018-03912,11
2018-03949,11
2018-03987,11
2018-03989,11
2018-03990,11
2018-04063,11
2018-04085,11
2018-04101,11
2018-04161,11
2018-04494,11
2018-04504,11
2018-04570,11
2018-04637,11
2017-05344,11
2017-05468,11
2017-05513,11
2017-05514,11
2018-00284,11
2018-00317,11
2018-00326,11
2018-00332,11
2018-00333,11
2018-00339,11
2018-00468,11
2018-00472,11
2018-00609,11
2018-00610,11
2018-00624,11
2018-00625,11
2018-00628,11
2018-00633,11
2018-00636,11
2018-00646,11
2018-00652,11
2018-00658,11
2018-00662,11
2018-00668,11
2018-00706,11
2018-00914,11
2018-00977,11
2018-01127,11
2018-01211,11
2018-01239,11
2018-01246,11
2018-01539,11
2018-01698,11
2018-01721,11
2018-01729,11
2018-01789,11
2018-01896,11
2018-01931,11
2018-02012,11
2018-02014,11
2018-02015,11
2018-02016,11
2018-02019,11
2018-02130,11
2018-02140,11
2018-02175,11
2018-02239,11
2018-02252,11
2018-02296,11
2018-02351,11
2018-02359,11
2018-02420,11
2018-02452,11
2018-02480,11
2018-02600,11
2018-02701,11
2018-02716,11
2018-02721,11
2018-02723,11
2018-02726,11
2018-02755,11
2018-02757,11
2018-02760,11
2018-02789,11
2018-03090,11
2018-03124,11
2018-03168,11
2018-03204,11
2018-03214,11
2018-03253,11
2018-03484,11
2018-03599,11
2018-03630,11
2018-03637,11
2018-03681,11
2018-03683,11
2018-03713,11
2018-03787,11
2018-03837,11
2018-03925,11
2018-03928,11
2018-03958,11
2018-03988,11
2018-03991,11
2018-04152,11
2018-04348,11
2018-04383,11
2018-04456,11
2018-04495,11
2018-04596,11
2018-04646,11
2018-04716,11
2018-04727,11
2018-04728,11
2018-04773,11
2018-04781,11
2018-04921,11
2018-04923,11
2018-02890,11
2018-02891,11
2018-04636,11
2018-04999,11
2018-05000,11
2018-05003,11
2018-05008,11
2018-05022,11
2018-05138,11
2018-05349,11
2019-01057,11
2019-01137,11
2019-01155,11
2019-01156,11
2019-02082,11
2019-02083,11
2019-02241,11
2019-02365,11
2019-02481,11
2019-02484,11
2019-02556,11
2019-02593,11
2019-02601,11
2019-02623,11
2019-02697,11
2019-02779,11
2019-02895,11
2019-02910,11
2019-02934,11
2019-03028,11
2019-03065,11
2019-03068,11
2019-03070,11
2019-03095,11
2019-03096,11
2019-03097,11
2019-03104,11
2019-03120,11
2019-03181,11
2019-03222,11
2019-03233,11
2019-03314,11
2019-03422,11
2019-03562,11
2019-03780,11
2019-04282,11
2019-04652,11
2019-04671,11
2019-04684,11
2019-04813,11
2019-04816,11
2019-04830,11
2019-04844,11
2019-05014,11
2019-05039,11
2019-05082,11
2019-05088,11
2019-05150,11
2019-05353,11
2019-05354,11
2019-05356,11
2019-05359,11
2019-05538,11
2019-05540,11
2018-04936,11
2018-04947,11
2018-05075,11
2018-05384,11
2019-00091,11
2019-00470,11
2019-00740,11
2019-00772,11
2019-00860,11
2019-00896,11
2019-00936,11
2019-00968,11
2019-01000,11
2019-01032,11
2019-01039,11
2019-01042,11
2019-01043,11
2019-01330,11
2019-01334,11
2019-01335,11
2019-01593,11
2019-02127,11
2019-02207,11
2019-02225,11
2019-02274,11
2019-02394,11
2019-02464,11
2019-02485,11
2019-02736,11
2019-02911,11
2019-02919,11
2019-03501,11
2019-03502,11
2019-03508,11
2019-03543,11
2019-03771,11
2019-03865,11
2019-04130,11
2019-04152,11
2019-04404,11
2019-04424,11
2019-04426,11
2019-04770,11
2019-04781,11
2019-04787,11
2019-04800,11
2019-04835,11
2019-05003,11
2019-05209,11
2019-05256,11
2019-05364,11
2019-05586,11
2019-03402,11
2019-03418,11
2019-05089,11
2019-05094,11
2019-05096,11
2019-05100,11
2019-05181,11
2019-05686,11
2019-05710,11
2019-05835,11
2019-05836,11
2019-05838,11
2019-05868,11
2019-05871,11
2019-05881,11
2019-05883,11
2019-05889,11
2019-05898,11
2019-05901,11
2020-00047,11
2020-00153,11
2020-00234,11
2020-00261,11
2020-00325,11
2020-00376,11
2020-00377,11
2020-00564,11
2020-00565,11
2020-00619,11
2020-00781,11
2020-00962,11
2020-00965,11
2020-00986,11
2020-01001,11
2020-01030,11
2020-01042,11
2020-01067,11
2020-01120,11
2020-01441,11
2020-01867,11
2020-01881,11
2020-01908,11
2020-02057,11
2020-02192,11
2020-02408,11
2020-02443,11
2020-02495,11
2020-02512,11
2020-02669,11
2020-02758,11
2020-02816,11
2020-02877,11
2020-02878,11
2020-02885,11
2020-02886,11
2020-02897,11
2020-02908,11
2020-02914,11
2020-02950,11
2020-02953,11
2020-02957,11
2020-02959,11
2020-02961,11
2020-02995,11
2020-02996,11
2020-03036,11
2020-03425,11
2020-03491,11
2020-03660,11
2020-03731,11
2020-04004,11
2020-04041,11
2020-04048,11
2020-04205,11
2020-04305,11
2020-04364,11
2019-05923,11
2019-05950,11
2020-00026,11
2020-00761,11
2017-05386,11
2018-00440,11
2018-03827,11
2018-04488,11
2018-04989,11
2018-00378,11
2018-00670,11
2018-00965,11
2018-01697,11
2018-01729,11
2018-01756,11
2018-02028,11
2018-02360,11
2018-02363,11
2018-02420,11
2018-03124,11
2018-03352,11
2018-03925,11
2018-04005,11
2018-04496,11
2019-00387,11
2019-02662,11
2019-03181,11
2019-03222,11
2019-04321,11
2019-04791,11
2019-04927,11
2019-04975,11
2019-05020,11
2019-05199,11
2018-05105,11
2018-05305,11
2019-00980,11
2019-01061,11
2019-01979,11
2019-03270,11
2019-03458,11
2019-03507,11
2019-04160,11
2019-04187,11
2019-04277,11
2019-04422,11
2019-05673,11
2019-05910,11
2020-00047,11
2020-00564,11
2020-01402,11
2020-01760,11
2020-01908,11
2020-02043,11
2020-02795,11
2020-02878,11
2020-02885,11
2020-03094,11
2020-03367,11
2020-03708,11
2020-03819,11
2016-05247,11
2017-04890,11
2017-04897,11
2017-04898,11
2017-05005,11
2017-05480,11
2017-01576,11
2017-02782,11
2017-03364,11
2017-03378,11
2017-03616,11
2017-04056,11
2017-04535,11
2017-04662,11
2017-05011,11
2017-05309,11
2017-05481,11
2017-05499,11
2017-05510,11
2017-05512,11
2018-00420,11
2018-00441,11
2018-00710,11
2018-01505,11
2018-01509,11
2018-01516,11
2018-02011,11
2018-02341,11
2018-02501,11
2018-02554,11
2018-02809,11
2018-03335,11
2018-03348,11
2018-03349,11
2018-03990,11
2018-04156,11
2018-04463,11
2018-04480,11
2018-04494,11
2018-04500,11
2018-04647,11
2018-04649,11
2018-04980,11
2018-04984,11
2018-04989,11
2017-05503,11
2017-05513,11
2017-05514,11
2018-00290,11
2018-00298,11
2018-00308,11
2018-00326,11
2018-00327,11
2018-00334,11
2018-00400,11
2018-00609,11
2018-00624,11
2018-00627,11
2018-00633,11
2018-00706,11
2018-00965,11
2018-00981,11
2018-00983,11
2018-01068,11
2018-01127,11
2018-01211,11
2018-01226,11
2018-01249,11
2018-01566,11
2018-01698,11
2018-01755,11
2018-01826,11
2018-01911,11
2018-01925,11
2018-01931,11
2018-02012,11
2018-02014,11
2018-02028,11
2018-02118,11
2018-02125,11
2018-02127,11
2018-02239,11
2018-02241,11
2018-02339,11
2018-02351,11
2018-02362,11
2018-02369,11
2018-02421,11
2018-02480,11
2018-02484,11
2018-02558,11
2018-02716,11
2018-02719,11
2018-02720,11
2018-02723,11
2018-03090,11
2018-03107,11
2018-03124,11
2018-03125,11
2018-03168,11
2018-03204,11
2018-03214,11
2018-03292,11
2018-03375,11
2018-03409,11
2018-03575,11
2018-03599,11
2018-03630,11
2018-03657,11
2018-03671,11
2018-03681,11
2018-03683,11
2018-03775,11
