Dnr,Agenda_2030
2019-01585,9
2019-02148,9
2019-02165,9
2019-02188,9
2019-02226,9
2019-02260,9
2019-02274,9
2019-02276,9
2019-02283,9
2019-02333,9
2019-02417,9
2019-02434,9
2019-02459,9
2019-02468,9
2019-02482,9
2019-02490,9
2019-02493,9
2019-02498,9
2019-02500,9
2019-02501,9
2019-02503,9
2019-02511,9
2019-02513,9
2019-02515,9
2019-02534,9
2019-02544,9
2019-02549,9
2019-02550,9
2019-02557,9
2019-02561,9
2019-02562,9
2019-02574,9
2019-02575,9
2019-02578,9
2019-02579,9
2019-02580,9
2019-02581,9
2019-02588,9
2019-02591,9
2019-02655,9
2019-02657,9
2019-02661,9
2019-02673,9
2019-02685,9
2019-02727,9
2019-02731,9
2019-02740,9
2019-02849,9
2019-02856,9
2019-02862,9
2019-02864,9
2019-02868,9
2019-02876,9
2019-02882,9
2019-02888,9
2019-02901,9
2019-02908,9
2019-02919,9
2019-02935,9
2019-03051,9
2019-03100,9
2019-03253,9
2019-03330,9
2019-03341,9
2019-03360,9
2019-03374,9
2019-03431,9
2019-03460,9
2019-03487,9
2019-03519,9
2019-03535,9
2019-03588,9
2019-03614,9
2019-03674,9
2019-03808,9
2019-03811,9
2019-03974,9
2019-03975,9
2019-03986,9
2019-03990,9
2019-04045,9
2019-04115,9
2019-04170,9
2019-04246,9
2019-04353,9
2019-04396,9
2019-04397,9
2019-04422,9
2019-04424,9
2019-04426,9
2019-04428,9
2019-04445,9
2019-04448,9
2019-04456,9
2019-04480,9
2019-04481,9
2019-04493,9
2019-04494,9
2019-04496,9
2019-04498,9
2019-04502,9
2019-04564,9
2019-04685,9
2019-04771,9
2019-04779,9
2019-04783,9
2019-04819,9
2019-04826,9
2019-04849,9
2019-04897,9
2019-04910,9
2019-04912,9
2019-04916,9
2019-04923,9
2019-04937,9
2019-04942,9
2019-05000,9
2019-05011,9
2019-05019,9
2019-05025,9
2019-05066,9
2019-05113,9
2019-05212,9
2019-05219,9
2019-05259,9
2019-05355,9
2019-05357,9
2019-05373,9
2019-05375,9
2019-05378,9
2019-05380,9
2019-05385,9
2019-05399,9
2019-05537,9
2019-05576,9
2019-05585,9
2019-05586,9
2019-05801,9
2019-05829,9
2019-05906,9
2019-05908,9
2019-00029,9
2019-00031,9
2019-00068,9
2019-03060,9
2019-03386,9
2019-03402,9
2019-04866,9
2019-04869,9
2019-04880,9
2019-04882,9
2019-04886,9
2019-04887,9
2019-04895,9
2019-05067,9
2019-05096,9
2019-05162,9
2019-05169,9
2019-05174,9
2019-05181,9
2019-05183,9
2019-05186,9
2019-05188,9
2019-05192,9
2019-05195,9
2019-05224,9
2019-05235,9
2019-05255,9
2019-05257,9
2019-05264,9
2019-05269,9
2019-05271,9
2019-05272,9
2019-05273,9
2019-05274,9
2019-05276,9
2019-05278,9
2019-05287,9
2019-05289,9
2019-05294,9
2019-05295,9
2019-05296,9
2019-05299,9
2019-05301,9
2019-05303,9
2019-05304,9
2019-05306,9
2019-05310,9
2019-05311,9
2019-05312,9
2019-05314,9
2019-05318,9
2019-05319,9
2019-05322,9
2019-05342,9
2019-05352,9
2019-05363,9
2019-05371,9
2019-05402,9
2019-05429,9
2019-05436,9
2019-05470,9
2019-05479,9
2019-05480,9
2019-05491,9
2019-05566,9
2019-05583,9
2019-05589,9
2019-05590,9
2019-05591,9
2019-05593,9
2019-05594,9
2019-05597,9
2019-05601,9
2019-05603,9
2019-05604,9
2019-05629,9
2019-05632,9
2019-05652,9
2019-05670,9
2019-05674,9
2019-05693,9
2019-05695,9
2019-05713,9
2019-05820,9
2019-05828,9
2019-05834,9
2019-05835,9
2019-05838,9
2019-05841,9
2019-05846,9
2019-05848,9
2019-05855,9
2019-05868,9
2019-05876,9
2019-05878,9
2019-05881,9
2019-05882,9
2019-05883,9
2019-05884,9
2019-05885,9
2019-05899,9
2020-00025,9
2020-00116,9
2020-00133,9
2020-00141,9
2020-00148,9
2020-00187,9
2020-00188,9
2020-00229,9
2020-00293,9
2020-00326,9
2020-00349,9
2020-00356,9
2020-00364,9
2020-00386,9
2020-00431,9
2020-00440,9
2020-00443,9
2020-00447,9
2020-00448,9
2020-00455,9
2020-00461,9
2020-00465,9
2020-00469,9
2020-00494,9
2020-00497,9
2020-00514,9
2020-00517,9
2020-00563,9
2020-00565,9
2020-00602,9
2020-00690,9
2020-00713,9
2020-00763,9
2020-00782,9
2020-00797,9
2020-00798,9
2020-00804,9
2020-00805,9
2020-00808,9
2020-00810,9
2020-00825,9
2020-00828,9
2020-00831,9
2020-00832,9
2020-00846,9
2020-00851,9
2020-00873,9
2020-00934,9
2020-00940,9
2020-00948,9
2020-00986,9
2020-00998,9
2020-00999,9
2020-01000,9
2020-01001,9
2020-01008,9
2020-01037,9
2020-01042,9
2020-01144,9
2020-01174,9
2020-01212,9
2020-01227,9
2020-01268,9
2020-01272,9
2020-01343,9
2020-01367,9
2020-01383,9
2020-01389,9
2020-01470,9
2020-01480,9
2020-01530,9
2020-01540,9
2020-01564,9
2020-01578,9
2020-01586,9
2020-01595,9
2020-01633,9
2020-01716,9
2020-01818,9
2020-01819,9
2020-01822,9
2020-01839,9
2020-01862,9
2020-01908,9
2020-01963,9
2020-02057,9
2020-02102,9
2020-02152,9
2020-02161,9
2020-02192,9
2020-02235,9
2020-02311,9
2020-02320,9
2020-02322,9
2020-02399,9
2020-02418,9
2020-02428,9
2020-02432,9
2020-02439,9
2020-02442,9
2020-02443,9
2020-02485,9
2020-02493,9
2020-02512,9
2020-02522,9
2020-02523,9
2020-02758,9
2020-02793,9
2020-02816,9
2020-02819,9
2020-02824,9
2020-02832,9
2020-02835,9
2020-02837,9
2020-02846,9
2020-02848,9
2020-02863,9
2020-02878,9
2020-02896,9
2020-02898,9
2020-02904,9
2020-02908,9
2020-02910,9
2020-02915,9
2020-02919,9
2020-02950,9
2020-02952,9
2020-02966,9
2020-02974,9
2020-02976,9
2020-02993,9
2020-02996,9
2020-02997,9
2020-02998,9
2020-02999,9
2020-03000,9
2020-03010,9
2020-03011,9
2020-03012,9
2020-03013,9
2020-03036,9
2020-03088,9
2020-03176,9
2020-03183,9
2020-03184,9
2020-03228,9
2020-03425,9
2020-03505,9
2020-03601,9
2020-03630,9
2020-03632,9
2020-03641,9
2020-03660,9
2020-03668,9
2020-03672,9
2020-03712,9
2020-03725,9
2020-03731,9
2020-03732,9
2020-03733,9
2020-03737,9
2020-03748,9
2020-03756,9
2020-03760,9
2020-03778,9
2020-03784,9
2020-03789,9
2020-03799,9
2020-03806,9
2020-03848,9
2020-03852,9
2020-03853,9
2020-03882,9
2020-03966,9
2020-04021,9
2020-04026,9
2020-04052,9
2020-04054,9
2020-04080,9
2020-04138,9
2020-04148,9
2020-04205,9
2020-04206,9
2020-04227,9
2020-04233,9
2020-04305,9
2020-04308,9
2020-04311,9
2020-04312,9
2020-04432,9
2020-04443,9
2020-04526,9
2019-05167,9
2019-05172,9
2019-05175,9
2019-05230,9
2019-05280,9
2019-05293,9
2019-05517,9
2019-05572,9
2020-00026,9
2020-00045,9
2020-00172,9
2020-00208,9
2020-00211,9
2020-00213,9
2020-00215,9
2020-00223,9
2020-00335,9
2020-00336,9
2020-00689,9
2020-00692,9
2020-00705,9
2020-00760,9
2020-01375,9
2020-01401,9
2020-01944,9
2020-02218,9
2020-02400,9
2020-03031,9
2020-03033,9
2016-02930,9
2016-01649,9
2016-02753,9
2016-02807,9
2016-04217,9
2016-04480,9
2016-04486,9
2016-04628,9
2016-04772,9
2016-04787,9
2016-05073,9
2017-02447,9
2017-03033,9
2017-03072,9
2017-03108,9
2017-03407,9
2017-03503,9
2017-03520,9
2017-04775,9
2017-04873,9
2017-04877,9
2017-04903,9
2017-05388,9
2016-05401,9
2016-05406,9
2016-05430,9
2016-05440,9
2017-00470,9
2017-00737,9
2017-00796,9
2017-00802,9
2017-01192,9
2017-01209,9
2017-01229,9
2017-01250,9
2017-01649,9
2017-02046,9
2017-02522,9
2017-02544,9
2017-03025,9
2017-03105,9
2017-03144,9
2017-03160,9
2017-03164,9
2017-03382,9
2017-03417,9
2017-03548,9
2017-03552,9
2017-03575,9
2017-03579,9
2017-03631,9
2017-03643,9
2017-03665,9
2017-03923,9
2017-03928,9
2017-04035,9
2017-04186,9
2017-04667,9
2017-04693,9
2017-04707,9
2017-04748,9
2017-04785,9
2017-04789,9
2017-04796,9
2017-04806,9
2017-04812,9
2017-04851,9
2017-04862,9
2017-04912,9
2017-04913,9
2017-04925,9
2017-04938,9
2017-05027,9
2017-05029,9
2017-05042,9
2017-05094,9
2017-05190,9
2017-05230,9
2017-05426,9
2017-05472,9
2017-05545,9
2017-05347,9
2017-05405,9
2017-05408,9
2017-05438,9
2017-05510,9
2017-05529,9
2017-05533,9
2017-05540,9
2018-00424,9
2018-00451,9
2018-00482,9
2018-00551,9
2018-00586,9
2018-00594,9
2018-00606,9
2018-00612,9
2018-00649,9
2018-00710,9
2018-00739,9
2018-00760,9
2018-00794,9
2018-00798,9
2018-00799,9
2018-00801,9
2018-00805,9
2018-00809,9
2018-00815,9
2018-00846,9
2018-01459,9
2018-01464,9
2018-01516,9
2018-01521,9
2018-01531,9
2018-01554,9
2018-01582,9
2018-01584,9
2018-01586,9
2018-01588,9
2018-01590,9
2018-01591,9
2018-01592,9
2018-01765,9
2018-01776,9
2018-01777,9
2018-01825,9
2018-01829,9
2018-01861,9
2018-01938,9
2018-02036,9
2018-02089,9
2018-02148,9
2018-02176,9
2018-02191,9
2018-02202,9
2018-02229,9
2018-02232,9
2018-02371,9
2018-02378,9
2018-02380,9
2018-02388,9
2018-02392,9
2018-02394,9
2018-02499,9
2018-02513,9
2018-02560,9
2018-02578,9
2018-02580,9
2018-02585,9
2018-02589,9
2018-02594,9
2018-02596,9
2018-02601,9
2018-02660,9
2018-02669,9
2018-02671,9
2018-02677,9
2018-02692,9
2018-02693,9
2018-02695,9
2018-02709,9
2018-02728,9
2018-02729,9
2018-02745,9
2018-02748,9
2018-02754,9
2018-02795,9
2018-02804,9
2018-02830,9
2018-02831,9
2018-02833,9
2018-02844,9
2018-02846,9
2018-02852,9
2018-02861,9
2018-02905,9
2018-02918,9
2018-02930,9
2018-02972,9
2018-03012,9
2018-03031,9
2018-03089,9
2018-03114,9
2018-03315,9
2018-03330,9
2018-03331,9
2018-03332,9
2018-03333,9
2018-03340,9
2018-03587,9
2018-03618,9
2018-03619,9
2018-03828,9
2018-03890,9
2018-03905,9
2018-03910,9
2018-03966,9
2018-04052,9
2018-04063,9
2018-04093,9
2018-04132,9
2018-04164,9
2018-04376,9
2018-04506,9
2018-04604,9
2018-04695,9
2018-04754,9
2018-04803,9
2018-04977,9
2018-04979,9
2018-04980,9
2018-04988,9
2017-04727,9
2017-05354,9
2017-05434,9
2017-05437,9
2017-05442,9
2017-05453,9
2017-05456,9
2017-05457,9
2017-05462,9
2017-05463,9
2017-05467,9
2017-05471,9
2017-05541,9
2017-05577,9
2017-05591,9
2017-05639,9
2018-00058,9
2018-00111,9
2018-00170,9
2018-00213,9
2018-00275,9
2018-00298,9
2018-00323,9
2018-00326,9
2018-00346,9
2018-00353,9
2018-00357,9
2018-00361,9
2018-00400,9
2018-00483,9
2018-00489,9
2018-00511,9
2018-00513,9
2018-00525,9
2018-00614,9
2018-00624,9
2018-00656,9
2018-00664,9
2018-00671,9
2018-00682,9
2018-00757,9
2018-00782,9
2018-00793,9
2018-00840,9
2018-00871,9
2018-00876,9
2018-00982,9
2018-01008,9
2018-01039,9
2018-01070,9
2018-01074,9
2018-01076,9
2018-01114,9
2018-01132,9
2018-01135,9
2018-01143,9
2018-01191,9
2018-01200,9
2018-01207,9
2018-01239,9
2018-01263,9
2018-01294,9
2018-01307,9
2018-01339,9
2018-01388,9
2018-01414,9
2018-01473,9
2018-01475,9
2018-01484,9
2018-01485,9
2018-01487,9
2018-01488,9
2018-01490,9
2018-01491,9
2018-01496,9
2018-01522,9
2018-01535,9
2018-01581,9
2018-01605,9
2018-01638,9
2018-01703,9
2018-01720,9
2018-01754,9
2018-01757,9
2018-01827,9
2018-01830,9
2018-01855,9
2018-01870,9
2018-01878,9
2018-01905,9
2018-02029,9
2018-02030,9
2018-02041,9
2018-02088,9
2018-02125,9
2018-02165,9
2018-02209,9
2018-02212,9
2018-02226,9
2018-02272,9
2018-02293,9
2018-02294,9
2018-02296,9
2018-02320,9
2018-02339,9
2018-02359,9
2018-02415,9
2018-02418,9
2018-02423,9
2018-02436,9
2018-02437,9
2018-02445,9
2018-02448,9
2018-02449,9
2018-02451,9
2018-02456,9
2018-02461,9
2018-02477,9
2018-02516,9
2018-02522,9
2018-02525,9
2018-02528,9
2018-02529,9
2018-02592,9
2018-02597,9
2018-02627,9
2018-02642,9
2018-02679,9
2018-02682,9
2018-02721,9
2018-02726,9
2018-02737,9
2018-02753,9
2018-02762,9
2018-02763,9
2018-02766,9
2018-02771,9
2018-02772,9
2018-02773,9
2018-02775,9
2018-02779,9
2018-02780,9
2018-02788,9
2018-02820,9
2018-02822,9
2018-02838,9
2018-02842,9
2018-02961,9
2018-02977,9
2018-02978,9
2018-02987,9
2018-03002,9
2018-03003,9
2018-03047,9
2018-03076,9
2018-03082,9
2018-03101,9
2018-03105,9
2018-03107,9
2018-03125,9
2018-03176,9
2018-03177,9
2018-03185,9
2018-03243,9
2018-03251,9
2018-03261,9
2018-03266,9
2018-03268,9
2018-03270,9
2018-03271,9
2018-03302,9
2018-03306,9
2018-03321,9
2018-03323,9
2018-03329,9
2018-03354,9
2018-03362,9
2018-03402,9
2018-03425,9
2018-03440,9
2018-03472,9
2018-03485,9
2018-03494,9
2018-03575,9
2018-03646,9
2018-03676,9
2018-03686,9
2018-03712,9
2018-03716,9
2018-03721,9
2018-03728,9
2018-03729,9
2018-03732,9
2018-03734,9
2018-03736,9
2018-03738,9
2018-03740,9
2018-03752,9
2018-03779,9
2018-03782,9
2018-03787,9
2018-03789,9
2018-03790,9
2018-03792,9
2018-03795,9
2018-03813,9
2018-03815,9
2018-03820,9
2018-03854,9
2018-03855,9
2018-03856,9
2018-03857,9
2018-03907,9
2018-03926,9
2018-03927,9
2018-03930,9
2018-03979,9
2018-03986,9
2018-03995,9
2018-03997,9
2018-03998,9
2018-04007,9
2018-04009,9
2018-04190,9
2018-04261,9
2018-04263,9
2018-04266,9
2018-04269,9
2018-04273,9
2018-04274,9
2018-04278,9
2018-04280,9
2018-04283,9
2018-04292,9
2018-04300,9
2018-04302,9
2018-04305,9
2018-04307,9
2018-04314,9
2018-04318,9
2018-04319,9
2018-04321,9
2018-04330,9
2018-04332,9
2018-04336,9
2018-04343,9
2018-04348,9
2018-04365,9
2018-04379,9
2018-04390,9
2018-04403,9
2018-04404,9
2018-04410,9
2018-04414,9
2018-04418,9
2018-04419,9
2018-04432,9
2018-04444,9
2018-04455,9
2018-04495,9
2018-04496,9
2018-04521,9
2018-04532,9
2018-04534,9
2018-04535,9
2018-04551,9
2018-04555,9
2018-04591,9
2018-04594,9
2018-04651,9
2018-04670,9
2018-04673,9
2018-04680,9
2018-04681,9
2018-04691,9
2018-04696,9
2018-04697,9
2018-04700,9
2018-04708,9
2018-04709,9
2018-04715,9
2018-04718,9
2018-04719,9
2018-04737,9
2018-04764,9
2018-04765,9
2018-04766,9
2018-04770,9
2018-04778,9
2018-04779,9
2018-04796,9
2018-04800,9
2018-04802,9
2018-04822,9
2018-04878,9
2018-04888,9
2018-04889,9
2018-04896,9
2018-04897,9
2018-04924,9
2018-04927,9
2018-04974,9
2018-04995,9
2018-05291,9
2018-04606,9
2018-04610,9
2018-04617,9
2018-04620,9
2018-05012,9
2018-05021,9
2018-05033,9
2018-05042,9
2018-05096,9
2018-05112,9
2018-05176,9
2018-05292,9
2018-05295,9
2018-05348,9
2019-00130,9
2019-00757,9
2019-00758,9
2019-00778,9
2019-00779,9
2019-00780,9
2019-00781,9
2019-00782,9
2019-00786,9
2019-00787,9
2019-00789,9
2019-00836,9
2019-00847,9
2019-00853,9
2019-01059,9
2019-01144,9
2019-01155,9
2019-01162,9
2019-01201,9
2019-01209,9
2019-01562,9
2019-02056,9
2019-02059,9
2019-02074,9
2019-02108,9
2019-02118,9
2019-02126,9
2019-02136,9
2019-02138,9
2019-02139,9
2019-02141,9
2019-02144,9
2019-02153,9
2019-02164,9
2019-02170,9
2019-02204,9
2019-02233,9
2019-02246,9
2019-02313,9
2019-02386,9
2019-02522,9
2019-02526,9
2019-02527,9
2019-02529,9
2019-02530,9
2019-02539,9
2019-02546,9
2019-02548,9
2019-02553,9
2019-02564,9
2019-02572,9
2019-02587,9
2019-02593,9
2019-02607,9
2019-02618,9
2019-02619,9
2019-02620,9
2019-02621,9
2019-02625,9
2019-02627,9
2019-02631,9
2019-02637,9
2019-02638,9
2019-02639,9
2019-02715,9
2019-02741,9
2019-02748,9
2019-02751,9
2019-02752,9
2019-02756,9
2019-02759,9
2019-02760,9
2019-02761,9
2019-02768,9
2019-02769,9
2019-02834,9
2019-02836,9
2019-02940,9
2019-02941,9
2019-02943,9
2019-02944,9
2019-02945,9
2019-02960,9
2019-02965,9
2019-02999,9
2019-03040,9
2019-03053,9
2019-03059,9
2019-03065,9
2019-03073,9
2019-03082,9
2019-03086,9
2019-03093,9
2019-03096,9
2019-03103,9
2019-03111,9
2019-03114,9
2019-03116,9
2019-03117,9
2019-03118,9
2019-03121,9
2019-03174,9
2019-03204,9
2019-03237,9
2019-03250,9
2019-03298,9
2019-03334,9
2019-03377,9
2019-03423,9
2019-03432,9
2019-03450,9
2019-03509,9
2019-03511,9
2019-03534,9
2019-03561,9
2019-03568,9
2019-03569,9
2019-03570,9
2019-03575,9
2019-03585,9
2019-03591,9
2019-03596,9
2019-03605,9
2019-03606,9
2019-03617,9
2019-03618,9
2019-03621,9
2019-03743,9
2019-03756,9
2019-03801,9
2019-03971,9
2019-04116,9
2019-04358,9
2019-04434,9
2019-04457,9
2019-04460,9
2019-04467,9
2019-04469,9
2019-04472,9
2019-04473,9
2019-04488,9
2019-04504,9
2019-04578,9
2019-04583,9
2019-04585,9
2019-04587,9
2019-04588,9
2019-04701,9
2019-04720,9
2019-04721,9
2019-04791,9
2019-04795,9
2019-04814,9
2019-04815,9
2019-04831,9
2019-04833,9
2019-04834,9
2019-04837,9
2019-04855,9
2019-04904,9
2019-04913,9
2019-04927,9
2019-04938,9
2019-04973,9
2019-04975,9
2019-04980,9
2019-04984,9
2019-04990,9
2019-05004,9
2019-05008,9
2019-05033,9
2019-05034,9
2019-05116,9
2019-05117,9
2019-05261,9
2019-05358,9
2019-05366,9
2019-05368,9
2019-05369,9
2019-05376,9
2019-05383,9
2019-05587,9
2019-05788,9
2019-05819,9
2019-05833,9
2019-05904,9
2019-05905,9
2019-05907,9
2018-04615,9
2018-04616,9
2018-04623,9
2018-04628,9
2018-04631,9
2018-04943,9
2018-05063,9
2018-05083,9
2018-05105,9
2018-05120,9
2018-05293,9
2018-05305,9
2018-05306,9
2019-00079,9
2019-00088,9
2019-00099,9
2019-00172,9
2019-00220,9
2019-00256,9
2019-00281,9
2019-00307,9
2019-00362,9
2019-00425,9
2019-00428,9
2019-00458,9
2019-00470,9
2019-00490,9
2019-00505,9
2019-00522,9
2019-00679,9
2019-00860,9
2019-00954,9
2019-00969,9
2019-00977,9
2019-00979,9
2019-01009,9
2019-01017,9
2019-01022,9
2019-01028,9
2019-01064,9
2019-01080,9
2019-01083,9
2019-01087,9
2019-01093,9
2019-01184,9
2019-01298,9
2019-01299,9
2019-01304,9
2019-01312,9
2019-01330,9
2019-01335,9
2019-01347,9
2019-01352,9
2019-01356,9
2019-01360,9
2019-01366,9
2019-01369,9
2019-01370,9
2019-01554,9
2019-01564,9
2019-01567,9
2019-01568,9
2019-01585,9
2019-01902,9
2019-02148,9
2019-02165,9
2019-02184,9
2019-02187,9
2019-02188,9
2019-02276,9
2019-02280,9
2019-02290,9
2019-02329,9
2019-02333,9
2019-02398,9
2019-02417,9
2019-02418,9
2019-02422,9
2019-02423,9
2019-02426,9
2019-02462,9
2019-02474,9
2019-02482,9
2019-02492,9
2019-02495,9
2019-02500,9
2019-02502,9
2019-02503,9
2019-02505,9
2019-02511,9
2019-02513,9
2019-02515,9
2019-02534,9
2019-02536,9
2019-02538,9
2019-02549,9
2019-02558,9
2019-02575,9
2019-02579,9
2019-02591,9
2019-02597,9
2019-02612,9
2019-02661,9
2019-02673,9
2019-02702,9
2019-02724,9
2019-02740,9
2019-02843,9
2019-02851,9
2019-02862,9
2019-02867,9
2019-02868,9
2019-02877,9
2019-02878,9
2019-02901,9
2019-02908,9
2019-02911,9
2019-03051,9
2019-03282,9
2019-03300,9
2019-03341,9
2019-03346,9
2019-03487,9
2019-03535,9
2019-03559,9
2019-03614,9
2019-03819,9
2019-03852,9
2019-03899,9
2019-03901,9
2019-04008,9
2019-04020,9
2019-04044,9
2019-04045,9
2019-04059,9
2019-04062,9
2019-04115,9
2019-04117,9
2019-04130,9
2019-04246,9
2019-04250,9
2019-04288,9
2019-04307,9
2019-04426,9
2019-04428,9
2019-04437,9
2019-04443,9
2019-04456,9
2019-04480,9
2019-04491,9
2019-04493,9
2019-04494,9
2019-04496,9
2019-04498,9
2019-04681,9
2019-04685,9
2019-04691,9
2019-04782,9
2019-04842,9
2019-04846,9
2019-04912,9
2019-04923,9
2019-04937,9
2019-04942,9
2019-04971,9
2019-04977,9
2019-04987,9
2019-05000,9
2019-05011,9
2019-05019,9
2019-05025,9
2019-05026,9
2019-05037,9
2019-05042,9
2019-05043,9
2019-05066,9
2019-05114,9
2019-05115,9
2019-05219,9
2019-05259,9
2019-05260,9
2019-05262,9
2019-05263,9
2019-05375,9
2019-05380,9
2019-05537,9
2019-05575,9
2019-05576,9
2019-05585,9
2019-05799,9
2019-05906,9
2019-05917,9
2019-05920,9
2019-00031,9
2019-04865,9
2019-04869,9
2019-04872,9
2019-04881,9
2019-04882,9
2019-04887,9
2019-04888,9
2019-05094,9
2019-05181,9
2019-05186,9
2019-05188,9
2019-05189,9
2019-05194,9
2019-05195,9
2019-05257,9
2019-05269,9
2019-05271,9
2019-05272,9
2019-05278,9
2019-05289,9
2019-05296,9
2019-05299,9
2019-05301,9
2019-05304,9
2019-05306,9
2019-05310,9
2019-05312,9
2019-05318,9
2019-05319,9
2019-05320,9
2019-05322,9
2019-05352,9
2019-05363,9
2019-05590,9
2019-05591,9
2019-05593,9
2019-05594,9
2019-05620,9
2019-05629,9
2019-05632,9
2019-05664,9
2019-05669,9
2019-05670,9
2019-05673,9
2019-05677,9
2019-05686,9
2019-05695,9
2019-05750,9
2019-05764,9
2019-05828,9
2019-05846,9
2019-05853,9
2019-05855,9
2019-05877,9
2019-05878,9
2019-05882,9
2019-05885,9
2019-05889,9
2019-05898,9
2020-00048,9
2020-00064,9
2020-00071,9
2020-00107,9
2020-00133,9
2020-00149,9
2020-00158,9
2020-00228,9
2020-00229,9
2020-00293,9
2020-00315,9
2020-00338,9
2020-00347,9
2020-00356,9
2020-00440,9
2020-00444,9
2020-00446,9
2020-00450,9
2020-00452,9
2020-00467,9
2020-00472,9
2020-00494,9
2020-00602,9
2020-00632,9
2020-00652,9
2020-00709,9
2020-00713,9
2020-00714,9
2020-00729,9
2020-00731,9
2020-00743,9
2020-00749,9
2020-00767,9
2020-00782,9
2020-00787,9
2020-00788,9
2020-00805,9
2020-00808,9
2020-00810,9
2020-00828,9
2020-00831,9
2020-00832,9
2020-00842,9
2020-00845,9
2020-00846,9
2020-00851,9
2020-00856,9
2020-00948,9
2020-00979,9
2020-01008,9
2020-01031,9
2020-01069,9
2020-01093,9
2020-01103,9
2020-01129,9
2020-01144,9
2020-01174,9
2020-01212,9
2020-01227,9
2020-01236,9
2020-01246,9
2020-01295,9
2020-01299,9
2020-01302,9
2020-01343,9
2020-01373,9
2020-01387,9
2020-01393,9
2020-01400,9
2020-01455,9
2020-01461,9
2020-01510,9
2020-01530,9
2020-01578,9
2020-01586,9
2020-01633,9
2020-01683,9
2020-01729,9
2020-01758,9
2020-01819,9
2020-01820,9
2020-01822,9
2020-01838,9
2020-01862,9
2020-01882,9
2020-01908,9
2020-01913,9
2020-01918,9
2020-01920,9
2020-02057,9
2020-02094,9
2020-02152,9
2020-02161,9
2020-02192,9
2020-02235,9
2020-02320,9
2020-02379,9
2020-02391,9
2020-02392,9
2020-02393,9
2020-02405,9
2020-02428,9
2020-02443,9
2020-02444,9
2020-02445,9
2020-02448,9
2020-02485,9
2020-02522,9
2020-02523,9
2020-02739,9
2020-02816,9
2020-02820,9
2020-02823,9
2020-02824,9
2020-02832,9
2020-02835,9
2020-02837,9
2020-02838,9
2020-02846,9
2020-02863,9
2020-02895,9
2020-02898,9
2020-02904,9
2020-02905,9
2020-02928,9
2020-02966,9
2020-02974,9
2020-02976,9
2020-02984,9
2020-02995,9
2020-02996,9
2020-02997,9
2020-02998,9
2020-03000,9
2020-03011,9
2020-03036,9
2020-03055,9
2020-03093,9
2020-03094,9
2020-03122,9
2020-03187,9
2020-03195,9
2020-03228,9
2020-03353,9
2020-03434,9
2020-03505,9
2020-03600,9
2020-03631,9
2020-03640,9
2020-03667,9
2020-03672,9
2020-03678,9
2020-03708,9
2020-03712,9
2020-03725,9
2020-03731,9
2020-03732,9
2020-03733,9
2020-03734,9
2020-03737,9
2020-03746,9
2020-03748,9
2020-03750,9
2020-03756,9
2020-03768,9
2020-03786,9
2020-03799,9
2020-03806,9
2020-03844,9
2020-03849,9
2020-03850,9
2020-04020,9
2020-04026,9
2020-04052,9
2020-04053,9
2020-04054,9
2020-04203,9
2020-04227,9
2020-04236,9
2020-04312,9
2020-04432,9
2019-05167,9
2019-05172,9
2019-05175,9
2019-05182,9
2019-05293,9
2020-00021,9
2020-00208,9
2020-00215,9
2020-00354,9
2020-00689,9
2020-00705,9
2020-00760,9
2020-00762,9
2020-01349,9
2020-01401,9
2020-02218,9
2020-02400,9
2020-02492,9
2020-02499,9
2020-03053,9
2017-04839,9
2017-05480,9
2017-04067,9
2017-04652,9
2017-05366,9
2018-00735,9
2018-01517,9
2018-02229,9
2018-02560,9
2018-02727,9
2018-02921,9
2018-04106,9
2018-04453,9
2018-04480,9
2018-04494,9
2018-04570,9
2017-04831,9
2018-00504,9
2018-00627,9
2018-00884,9
2018-01339,9
2018-01484,9
2018-01535,9
2018-02019,9
2018-02237,9
2018-02417,9
2018-02488,9
2018-03091,9
2018-03138,9
2018-03190,9
2018-03204,9
2018-03690,9
2018-03713,9
2018-03775,9
2018-03981,9
2018-04341,9
2018-04378,9
2018-04452,9
2018-04606,9
2018-05010,9
2019-01131,9
2019-02103,9
2019-02121,9
2019-02122,9
2019-02125,9
2019-02149,9
2019-02246,9
2019-02819,9
2019-02834,9
2019-02994,9
2019-03004,9
2019-03160,9
2019-03280,9
2019-04652,9
2019-04700,9
2019-05029,9
2019-05085,9
2019-05790,9
2019-00141,9
2019-00172,9
2019-01042,9
2019-01062,9
2019-01083,9
2019-01896,9
2019-02207,9
2019-02225,9
2019-02919,9
2019-02935,9
2019-03460,9
2019-04063,9
2019-04443,9
2019-04568,9
2019-04897,9
2019-05303,9
2019-05620,9
2019-05805,9
2020-00234,9
2020-00273,9
2020-00619,9
2020-00632,9
2020-00731,9
2020-00737,9
2020-00998,9
2020-01577,9
2020-01870,9
2020-02312,9
2020-02398,9
2020-02401,9
2020-02758,9
2020-02957,9
2020-03355,9
2020-03425,9
2020-03784,9
2020-04332,9
2020-00198,9
2020-01944,9
2016-01639,9
2016-02893,9
2016-04041,9
2016-04442,9
2016-04446,9
2016-04483,9
2016-04989,9
2016-05044,9
2017-02016,9
2017-02708,9
2017-02715,9
2017-03029,9
2017-03078,9
2017-03232,9
2017-03390,9
2017-03492,9
2017-04771,9
